date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2019/02/18,2019,2,18,chokepoint1,Suez Canal,12,9,3,4,17,28,45,605596,466052,9453,19526,898098,1100628,1998726,89
2019/02/19,2019,2,19,chokepoint1,Suez Canal,16,9,6,2,14,33,47,831623,431794,17297,5781,561868,1286497,1848366,90
2019/02/20,2019,2,20,chokepoint1,Suez Canal,16,12,2,1,20,31,51,1220269,587971,11526,0,850585,1819766,2670352,91
2019/02/21,2019,2,21,chokepoint1,Suez Canal,20,7,7,4,11,38,49,1216587,585219,42574,16726,782342,1861108,2643450,92
2019/02/22,2019,2,22,chokepoint1,Suez Canal,19,11,4,4,20,38,58,987961,569943,29258,7361,1279196,1594525,2873721,93
2019/02/23,2019,2,23,chokepoint1,Suez Canal,21,13,4,6,14,44,58,1334848,699727,51106,18957,1050150,2104639,3154790,94
2019/02/24,2019,2,24,chokepoint1,Suez Canal,16,9,2,4,15,31,46,765486,478194,5446,17578,1024054,1266705,2290760,95
2019/02/25,2019,2,25,chokepoint1,Suez Canal,11,17,6,1,14,35,49,781551,520837,24293,3452,481337,1330135,1811473,96
2019/02/26,2019,2,26,chokepoint1,Suez Canal,21,7,4,3,14,35,49,1139887,351029,34450,8206,603130,1533573,2136704,97
2019/02/27,2019,2,27,chokepoint1,Suez Canal,21,2,3,3,11,29,40,1383333,22638,11260,5366,735409,1422598,2158008,98
2019/02/28,2019,2,28,chokepoint1,Suez Canal,14,16,4,3,17,37,54,873440,630467,14264,9046,555574,1527218,2082793,99
2019/03/01,2019,3,1,chokepoint1,Suez Canal,18,8,5,2,20,33,53,1019636,637326,13556,17758,1037578,1688277,2725855,100
2019/03/02,2019,3,2,chokepoint1,Suez Canal,17,13,5,3,14,38,52,1195473,674692,36065,27571,733565,1933803,2667368,101
2019/03/03,2019,3,3,chokepoint1,Suez Canal,22,10,3,3,15,38,53,1365695,597044,1737,13832,832481,1978309,2810791,102
2019/03/04,2019,3,4,chokepoint1,Suez Canal,16,7,2,4,21,29,50,660315,482510,24117,8429,782340,1175372,1957712,103
2019/03/05,2019,3,5,chokepoint1,Suez Canal,15,10,7,0,19,32,51,922559,385174,40899,0,926245,1348633,2274878,104
2019/03/06,2019,3,6,chokepoint1,Suez Canal,12,10,9,2,18,33,51,762038,605426,49483,6331,918383,1423280,2341664,105
2019/03/07,2019,3,7,chokepoint1,Suez Canal,16,6,7,3,22,32,54,1054799,288857,14845,24461,1343904,1382963,2726868,106
2019/03/08,2019,3,8,chokepoint1,Suez Canal,19,8,1,1,17,29,46,1290221,533453,2308,0,835181,1825983,2661164,107
2019/03/09,2019,3,9,chokepoint1,Suez Canal,11,15,7,2,26,35,61,470642,632112,62079,3034,1366030,1167868,2533899,108
2019/03/10,2019,3,10,chokepoint1,Suez Canal,17,9,5,4,19,35,54,866145,513748,18555,3066,826962,1401516,2228479,109
2019/03/11,2019,3,11,chokepoint1,Suez Canal,8,13,7,6,23,34,57,414340,486258,47299,18427,997426,966326,1963752,110
2019/03/12,2019,3,12,chokepoint1,Suez Canal,15,11,4,1,20,31,51,927741,531797,21105,4168,1169269,1484812,2654082,111
2019/03/13,2019,3,13,chokepoint1,Suez Canal,21,7,1,3,9,32,41,1568992,284551,1458,12963,500065,1867966,2368032,112
2019/03/14,2019,3,14,chokepoint1,Suez Canal,11,16,7,3,22,37,59,732226,624192,28238,13607,1234394,1398263,2632658,113
2019/03/15,2019,3,15,chokepoint1,Suez Canal,17,8,3,5,17,33,50,1026372,371248,11245,25373,691391,1434240,2125632,114
2019/03/16,2019,3,16,chokepoint1,Suez Canal,13,11,7,2,11,33,44,907953,558461,41268,7282,449212,1514965,1964177,115
2019/03/17,2019,3,17,chokepoint1,Suez Canal,18,4,4,2,14,28,42,983672,198385,33332,8151,624030,1223542,1847572,116
2019/03/18,2019,3,18,chokepoint1,Suez Canal,17,8,4,1,11,30,41,898410,354130,14040,2811,435765,1269392,1705157,117
2019/03/19,2019,3,19,chokepoint1,Suez Canal,16,13,11,1,22,41,63,935164,674277,50966,10202,944202,1670611,2614813,118
2019/03/20,2019,3,20,chokepoint1,Suez Canal,26,1,1,2,17,30,47,1796838,28921,1115,5851,1411842,1832726,3244569,119
2019/03/21,2019,3,21,chokepoint1,Suez Canal,10,15,3,2,12,30,42,631254,795918,5717,0,484700,1432890,1917590,120
2019/03/22,2019,3,22,chokepoint1,Suez Canal,12,12,4,1,17,29,46,725534,543497,13894,2875,570107,1285802,1855909,121
2019/03/23,2019,3,23,chokepoint1,Suez Canal,19,6,3,2,18,30,48,1138010,483167,9031,6501,1036671,1636711,2673383,122
2019/03/24,2019,3,24,chokepoint1,Suez Canal,12,9,9,2,19,32,51,640262,435131,30214,7505,844695,1113114,1957809,123
2019/03/25,2019,3,25,chokepoint1,Suez Canal,14,6,5,1,20,26,46,752816,497320,29031,3456,903055,1282626,2185681,124
2019/03/26,2019,3,26,chokepoint1,Suez Canal,17,9,2,2,16,30,46,1100927,563851,38863,15640,879105,1719283,2598389,125
2019/03/27,2019,3,27,chokepoint1,Suez Canal,21,12,2,3,7,38,45,1307072,825749,1924,11721,299312,2146467,2445779,126
2019/03/28,2019,3,28,chokepoint1,Suez Canal,14,19,5,7,18,45,63,619071,804382,20012,34438,729387,1477904,2207292,127
2019/03/29,2019,3,29,chokepoint1,Suez Canal,22,10,5,3,19,40,59,1658569,387574,37515,9528,853104,2093188,2946292,128
2019/03/30,2019,3,30,chokepoint1,Suez Canal,21,5,2,3,13,31,44,1562116,219032,27870,25728,645244,1834748,2479993,129
2019/03/31,2019,3,31,chokepoint1,Suez Canal,11,8,2,2,11,23,34,509189,438022,19210,4148,914563,970571,1885135,130
2019/04/01,2019,4,1,chokepoint1,Suez Canal,18,13,9,3,24,43,67,711632,674527,12198,8509,1198670,1406867,2605538,131
2019/04/02,2019,4,2,chokepoint1,Suez Canal,16,16,5,3,14,40,54,808707,999832,21902,17646,487759,1848087,2335847,132
2019/04/03,2019,4,3,chokepoint1,Suez Canal,20,7,2,4,17,33,50,1388094,429706,14714,19488,815591,1852004,2667596,133
2019/04/04,2019,4,4,chokepoint1,Suez Canal,17,12,4,2,19,35,54,863930,657927,23999,6700,1177208,1552556,2729765,134
2019/04/05,2019,4,5,chokepoint1,Suez Canal,21,15,2,5,19,43,62,1544621,937270,9376,15927,1031699,2507196,3538895,135
2019/04/06,2019,4,6,chokepoint1,Suez Canal,14,10,3,4,15,31,46,949754,664892,9483,11435,978541,1635564,2614106,136
2019/04/07,2019,4,7,chokepoint1,Suez Canal,12,7,2,6,14,27,41,652737,356775,4743,31876,964116,1046133,2010249,137
2019/04/08,2019,4,8,chokepoint1,Suez Canal,16,19,8,2,18,45,63,835679,723869,23497,2522,1003982,1585568,2589550,138
2019/04/09,2019,4,9,chokepoint1,Suez Canal,22,14,4,3,20,43,63,1429513,660280,10764,2786,1152390,2103345,3255736,139
2019/04/10,2019,4,10,chokepoint1,Suez Canal,22,5,4,2,12,33,45,1458357,220005,25447,4156,440073,1707967,2148040,140
2019/04/11,2019,4,11,chokepoint1,Suez Canal,16,12,9,5,16,42,58,787494,605633,35692,9853,946334,1438674,2385009,141
2019/04/12,2019,4,12,chokepoint1,Suez Canal,19,8,4,1,10,32,42,1371453,574451,7552,5712,937495,1959170,2896666,142
2019/04/13,2019,4,13,chokepoint1,Suez Canal,14,8,3,4,13,29,42,1002017,246800,17028,34834,566488,1300681,1867169,143
2019/04/14,2019,4,14,chokepoint1,Suez Canal,18,12,1,2,17,33,50,1079002,518079,0,13618,1179955,1610700,2790655,144
2019/04/15,2019,4,15,chokepoint1,Suez Canal,16,14,5,2,13,37,50,767412,716629,18351,9505,546935,1511899,2058834,145
2019/04/16,2019,4,16,chokepoint1,Suez Canal,16,16,7,5,14,44,58,910377,474406,31690,25942,778311,1442416,2220727,146
2019/04/17,2019,4,17,chokepoint1,Suez Canal,24,8,6,3,14,41,55,1794016,487474,50629,14322,1235458,2346442,3581901,147
2019/04/18,2019,4,18,chokepoint1,Suez Canal,11,15,4,2,21,32,53,616796,890631,8661,2791,1048760,1518881,2567642,148
2019/04/19,2019,4,19,chokepoint1,Suez Canal,20,7,7,7,13,41,54,1430998,493351,53026,22552,835246,1999928,2835174,149
2019/04/20,2019,4,20,chokepoint1,Suez Canal,13,4,2,3,9,22,31,782274,226372,2256,10258,589398,1021162,1610561,150
2019/04/21,2019,4,21,chokepoint1,Suez Canal,18,7,6,3,14,34,48,1095625,282062,19583,14937,676727,1412208,2088935,151
2019/04/22,2019,4,22,chokepoint1,Suez Canal,17,19,3,2,21,41,62,767082,721061,9459,13353,1494564,1510957,3005522,152
2019/04/23,2019,4,23,chokepoint1,Suez Canal,16,9,12,1,23,38,61,901033,344182,52810,3706,1216960,1301733,2518693,153
2019/04/24,2019,4,24,chokepoint1,Suez Canal,26,7,7,1,11,41,52,1643895,402651,15660,3946,377373,2066153,2443527,154
2019/04/25,2019,4,25,chokepoint1,Suez Canal,20,7,3,4,9,34,43,1274511,533762,3700,12564,269254,1824539,2093793,155
